Sale Key,WWI Invoice ID,Invoice Date,Delivery Date,Delivery Status,Year,Quarter,Month,Month Name,Year Month,Day Of Week,City Key,Customer Key,Bill To Customer Key,Salesperson Key,Stock Item Key,Description,Product Category,Package,Quantity,Unit Price,Sales Excl Tax,Tax Rate,Tax Amount,Sales Incl Tax,Profit,Total Dry Items,Total Chiller Items,High Value Order Flag,Lineage Key
32612,10054,2013-07-11,2013-07-12,Delivered,2013,3,7,Jul,2013-07,Thursday,77088,281,202,78,100,Dinosaur battery-powered slippers (Green) L,Novelty Footwear,Each,10,32.0,320.0,15,48.0,368.0,240.0,10,0,False,11
36291,11204,2013-08-01,2013-08-02,Delivered,2013,3,8,Aug,2013-08,Thursday,44439,273,202,62,100,Dinosaur battery-powered slippers (Green) L,Novelty Footwear,Each,10,32.0,320.0,15,48.0,368.0,240.0,10,0,False,11
39996,12358,2013-08-26,2013-08-27,Delivered,2013,3,8,Aug,2013-08,Monday,44439,273,202,78,89,Furry gorilla with big eyes slippers (Black) M,Novelty Footwear,Each,10,32.0,320.0,15,48.0,368.0,240.0,10,0,False,11
49071,15131,2013-10-21,2013-10-22,Delivered,2013,4,10,Oct,2013-10,Monday,76917,375,202,70,94,Plush shark slippers (Gray) S,Novelty Footwear,Each,10,32.0,320.0,15,48.0,368.0,240.0,10,0,False,11
2640,869,2013-01-16,2013-01-17,Delivered,2013,1,1,Jan,2013-01,Wednesday,47188,210,202,19,100,Dinosaur battery-powered slippers (Green) L,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,24.0,1,0,False,11
2649,872,2013-01-16,2013-01-17,Delivered,2013,1,1,Jan,2013-01,Wednesday,49293,223,202,11,96,Ogre battery-powered slippers (Green) L,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,24.0,1,0,False,11
3111,1011,2013-01-18,2013-01-19,Delivered,2013,1,1,Jan,2013-01,Friday,40608,274,202,29,97,Ogre battery-powered slippers (Green) M,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,24.0,1,0,False,11
8940,2755,2013-02-28,2013-03-01,Delivered,2013,1,2,Feb,2013-02,Thursday,47188,210,202,49,102,Dinosaur battery-powered slippers (Green) S,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,24.0,1,0,False,11
12319,3781,2013-03-19,2013-03-20,Delivered,2013,1,3,Mar,2013-03,Tuesday,47188,210,202,54,96,Ogre battery-powered slippers (Green) L,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,24.0,1,0,False,11
17274,5318,2013-04-17,2013-04-18,Delivered,2013,2,4,Apr,2013-04,Wednesday,47673,256,202,57,92,Plush shark slippers (Gray) L,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,24.0,1,0,False,11
37824,11677,2013-08-10,2013-08-11,Delivered,2013,3,8,Aug,2013-08,Saturday,66127,249,202,39,88,Furry gorilla with big eyes slippers (Black) L,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,24.0,1,0,False,11
46895,14474,2013-10-07,2013-10-08,Delivered,2013,4,10,Oct,2013-10,Monday,77088,281,202,85,101,Dinosaur battery-powered slippers (Green) M,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,24.0,1,0,False,11
1307,480,2013-01-09,2013-01-10,Delivered,2013,1,1,Jan,2013-01,Wednesday,47673,256,202,12,208,USB food flash drive - donut,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
28289,8721,2013-06-19,2013-06-20,Delivered,2013,2,6,Jun,2013-06,Wednesday,40704,399,202,63,213,USB food flash drive - pizza slice,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
29062,8944,2013-06-22,2013-06-23,Delivered,2013,2,6,Jun,2013-06,Saturday,44439,273,202,62,209,USB food flash drive - cookie,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
30981,9541,2013-07-02,2013-07-03,Delivered,2013,3,7,Jul,2013-07,Tuesday,87673,223,202,63,215,USB food flash drive - hamburger,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
39370,12161,2013-08-21,2013-08-22,Delivered,2013,3,8,Aug,2013-08,Wednesday,47673,256,202,77,215,USB food flash drive - hamburger,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
40647,12560,2013-08-29,2013-08-30,Delivered,2013,3,8,Aug,2013-08,Thursday,41358,221,202,76,211,USB food flash drive - banana,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
41658,12872,2013-09-05,2013-09-06,Delivered,2013,3,9,Sep,2013-09,Thursday,41497,253,202,81,211,USB food flash drive - banana,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
46107,14233,2013-10-01,2013-10-02,Delivered,2013,4,10,Oct,2013-10,Tuesday,41466,384,202,19,215,USB food flash drive - hamburger,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
46387,14314,2013-10-02,2013-10-03,Delivered,2013,4,10,Oct,2013-10,Wednesday,72610,338,202,81,210,USB food flash drive - chocolate bar,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
46388,14314,2013-10-02,2013-10-03,Delivered,2013,4,10,Oct,2013-10,Wednesday,72610,338,202,81,206,USB food flash drive - fortune cookie,USB Novelty Drives,Each,1,32.0,32.0,15,4.8,36.8,20.0,1,0,False,11
6923,2130,2013-02-13,2013-02-14,Delivered,2013,1,2,Feb,2013-02,Wednesday,47188,210,202,41,91,Plush shark slippers (Gray) XL,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,23.5,1,0,False,11
30161,9290,2013-06-28,2013-06-29,Delivered,2013,2,6,Jun,2013-06,Friday,41358,221,202,65,95,Ogre battery-powered slippers (Green) XL,Novelty Footwear,Each,1,32.0,32.0,15,4.8,36.8,23.5,1,0,False,11
13852,4247,2013-03-27,2013-03-28,Delivered,2013,1,3,Mar,2013-03,Wednesday,47188,210,202,51,95,Ogre battery-powered slippers (Green) XL,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,94.0,4,0,False,11
32963,10163,2013-07-13,2013-07-14,Delivered,2013,3,7,Jul,2013-07,Saturday,72610,338,202,19,87,Furry gorilla with big eyes slippers (Black) XL,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,94.0,4,0,False,11
43134,13326,2013-09-13,2013-09-14,Delivered,2013,3,9,Sep,2013-09,Friday,41497,253,202,76,99,Dinosaur battery-powered slippers (Green) XL,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,94.0,4,0,False,11
10501,3226,2013-03-08,2013-03-09,Delivered,2013,1,3,Mar,2013-03,Friday,47016,374,202,36,215,USB food flash drive - hamburger,USB Novelty Drives,Each,4,32.0,128.0,15,19.2,147.2,80.0,4,0,False,11
25933,7985,2013-06-05,2013-06-06,Delivered,2013,2,6,Jun,2013-06,Wednesday,41466,384,202,63,207,USB food flash drive - shrimp cocktail,USB Novelty Drives,Each,4,32.0,128.0,15,19.2,147.2,80.0,4,0,False,11
28417,8755,2013-06-19,2013-06-20,Delivered,2013,2,6,Jun,2013-06,Wednesday,44316,297,202,68,211,USB food flash drive - banana,USB Novelty Drives,Each,4,32.0,128.0,15,19.2,147.2,80.0,4,0,False,11
38827,11991,2013-08-17,2013-08-18,Delivered,2013,3,8,Aug,2013-08,Saturday,41466,384,202,74,208,USB food flash drive - donut,USB Novelty Drives,Each,4,32.0,128.0,15,19.2,147.2,80.0,4,0,False,11
318,139,2013-01-03,2013-01-04,Delivered,2013,1,1,Jan,2013-01,Thursday,40608,274,202,8,90,Furry gorilla with big eyes slippers (Black) S,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,96.0,4,0,False,11
3175,1030,2013-01-19,2013-01-20,Delivered,2013,1,1,Jan,2013-01,Saturday,44316,297,202,19,85,Animal with big feet slippers (Brown) M,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,96.0,4,0,False,11
3758,1208,2013-01-24,2013-01-25,Delivered,2013,1,1,Jan,2013-01,Thursday,66127,249,202,35,97,Ogre battery-powered slippers (Green) M,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,96.0,4,0,False,11
13416,4115,2013-03-25,2013-03-26,Delivered,2013,1,3,Mar,2013-03,Monday,72610,338,202,56,97,Ogre battery-powered slippers (Green) M,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,96.0,4,0,False,11
37451,11555,2013-08-08,2013-08-09,Delivered,2013,3,8,Aug,2013-08,Thursday,72743,398,202,76,94,Plush shark slippers (Gray) S,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,96.0,4,0,False,11
37823,11677,2013-08-10,2013-08-11,Delivered,2013,3,8,Aug,2013-08,Saturday,66127,249,202,39,97,Ogre battery-powered slippers (Green) M,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,96.0,4,0,False,11
45533,14059,2013-09-26,2013-09-27,Delivered,2013,3,9,Sep,2013-09,Thursday,41466,384,202,80,84,Animal with big feet slippers (Brown) L,Novelty Footwear,Each,4,32.0,128.0,15,19.2,147.2,96.0,4,0,False,11
12423,3812,2013-03-19,2013-03-20,Delivered,2013,1,3,Mar,2013-03,Tuesday,59569,375,202,52,96,Ogre battery-powered slippers (Green) L,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,216.0,9,0,False,11
16055,4937,2013-04-10,2013-04-11,Delivered,2013,2,4,Apr,2013-04,Wednesday,40704,399,202,36,100,Dinosaur battery-powered slippers (Green) L,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,216.0,9,0,False,11
17145,5280,2013-04-17,2013-04-18,Delivered,2013,2,4,Apr,2013-04,Wednesday,47673,256,202,49,101,Dinosaur battery-powered slippers (Green) M,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,216.0,9,0,False,11
22178,6830,2013-05-15,2013-05-16,Delivered,2013,2,5,May,2013-05,Wednesday,44370,272,202,65,102,Dinosaur battery-powered slippers (Green) S,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,216.0,9,0,False,11
38865,12000,2013-08-17,2013-08-18,Delivered,2013,3,8,Aug,2013-08,Saturday,66127,249,202,78,101,Dinosaur battery-powered slippers (Green) M,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,216.0,9,0,False,11
11886,3649,2013-03-15,2013-03-16,Delivered,2013,1,3,Mar,2013-03,Friday,41466,384,202,40,216,USB food flash drive - sushi roll,USB Novelty Drives,Each,9,32.0,288.0,15,43.2,331.2,180.0,9,0,False,11
14595,4487,2013-04-02,2013-04-03,Delivered,2013,2,4,Apr,2013-04,Tuesday,59569,375,202,54,216,USB food flash drive - sushi roll,USB Novelty Drives,Each,9,32.0,288.0,15,43.2,331.2,180.0,9,0,False,11
16421,5051,2013-04-12,2013-04-13,Delivered,2013,2,4,Apr,2013-04,Friday,62292,281,202,57,210,USB food flash drive - chocolate bar,USB Novelty Drives,Each,9,32.0,288.0,15,43.2,331.2,180.0,9,0,False,11
27680,8535,2013-06-14,2013-06-15,Delivered,2013,2,6,Jun,2013-06,Friday,59569,375,202,70,206,USB food flash drive - fortune cookie,USB Novelty Drives,Each,9,32.0,288.0,15,43.2,331.2,180.0,9,0,False,11
33223,10243,2013-07-15,2013-07-16,Delivered,2013,3,7,Jul,2013-07,Monday,44316,297,202,78,210,USB food flash drive - chocolate bar,USB Novelty Drives,Each,9,32.0,288.0,15,43.2,331.2,180.0,9,0,False,11
34691,10693,2013-07-23,2013-07-24,Delivered,2013,3,7,Jul,2013-07,Tuesday,72743,398,202,49,210,USB food flash drive - chocolate bar,USB Novelty Drives,Each,9,32.0,288.0,15,43.2,331.2,180.0,9,0,False,11
37676,11632,2013-08-09,2013-08-10,Delivered,2013,3,8,Aug,2013-08,Friday,44370,272,202,78,210,USB food flash drive - chocolate bar,USB Novelty Drives,Each,9,32.0,288.0,15,43.2,331.2,180.0,9,0,False,11
10507,3227,2013-03-08,2013-03-09,Delivered,2013,1,3,Mar,2013-03,Friday,41466,384,202,49,99,Dinosaur battery-powered slippers (Green) XL,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,211.5,9,0,False,11
19525,6016,2013-04-30,2013-05-01,Delivered,2013,2,4,Apr,2013-04,Tuesday,66127,249,202,65,83,Animal with big feet slippers (Brown) XL,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,211.5,9,0,False,11
19993,6159,2013-05-03,2013-05-04,Delivered,2013,2,5,May,2013-05,Friday,44316,297,202,39,83,Animal with big feet slippers (Brown) XL,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,211.5,9,0,False,11
28598,8811,2013-06-20,2013-06-21,Delivered,2013,2,6,Jun,2013-06,Thursday,41358,221,202,74,95,Ogre battery-powered slippers (Green) XL,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,211.5,9,0,False,11
29061,8944,2013-06-22,2013-06-23,Delivered,2013,2,6,Jun,2013-06,Saturday,44439,273,202,62,83,Animal with big feet slippers (Brown) XL,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,211.5,9,0,False,11
37361,11523,2013-08-07,2013-08-08,Delivered,2013,3,8,Aug,2013-08,Wednesday,90111,364,202,19,83,Animal with big feet slippers (Brown) XL,Novelty Footwear,Each,9,32.0,288.0,15,43.2,331.2,211.5,9,0,False,11
10847,3335,2013-03-11,2013-03-12,Delivered,2013,1,3,Mar,2013-03,Monday,44439,273,202,49,95,Ogre battery-powered slippers (Green) XL,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,188.0,8,0,False,11
15809,4861,2013-04-09,2013-04-10,Delivered,2013,2,4,Apr,2013-04,Tuesday,49293,223,202,57,99,Dinosaur battery-powered slippers (Green) XL,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,188.0,8,0,False,11
6705,2064,2013-02-11,2013-02-12,Delivered,2013,1,2,Feb,2013-02,Monday,72743,398,202,35,206,USB food flash drive - fortune cookie,USB Novelty Drives,Each,8,32.0,256.0,15,38.4,294.4,160.0,8,0,False,11
8617,2660,2013-02-26,2013-02-27,Delivered,2013,1,2,Feb,2013-02,Tuesday,44370,272,202,40,210,USB food flash drive - chocolate bar,USB Novelty Drives,Each,8,32.0,256.0,15,38.4,294.4,160.0,8,0,False,11
27147,8367,2013-06-12,2013-06-13,Delivered,2013,2,6,Jun,2013-06,Wednesday,41358,221,202,70,214,USB food flash drive - hot dog,USB Novelty Drives,Each,8,32.0,256.0,15,38.4,294.4,160.0,8,0,False,11
41750,12900,2013-09-05,2013-09-06,Delivered,2013,3,9,Sep,2013-09,Thursday,72743,398,202,70,206,USB food flash drive - fortune cookie,USB Novelty Drives,Each,8,32.0,256.0,15,38.4,294.4,160.0,8,0,False,11
9206,2836,2013-03-01,2013-03-02,Delivered,2013,1,3,Mar,2013-03,Friday,49293,223,202,40,88,Furry gorilla with big eyes slippers (Black) L,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
9902,3044,2013-03-06,2013-03-07,Delivered,2013,1,3,Mar,2013-03,Wednesday,44316,297,202,47,94,Plush shark slippers (Gray) S,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
15441,4747,2013-04-05,2013-04-06,Delivered,2013,2,4,Apr,2013-04,Friday,66127,249,202,39,96,Ogre battery-powered slippers (Green) L,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
22179,6830,2013-05-15,2013-05-16,Delivered,2013,2,5,May,2013-05,Wednesday,44370,272,202,65,84,Animal with big feet slippers (Brown) L,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
27679,8535,2013-06-14,2013-06-15,Delivered,2013,2,6,Jun,2013-06,Friday,59569,375,202,70,90,Furry gorilla with big eyes slippers (Black) S,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
28519,8788,2013-06-20,2013-06-21,Delivered,2013,2,6,Jun,2013-06,Thursday,72743,398,202,70,86,Animal with big feet slippers (Brown) S,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
29063,8944,2013-06-22,2013-06-23,Delivered,2013,2,6,Jun,2013-06,Saturday,44439,273,202,62,89,Furry gorilla with big eyes slippers (Black) M,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
33822,10427,2013-07-17,2013-07-18,Delivered,2013,3,7,Jul,2013-07,Wednesday,72743,398,202,74,85,Animal with big feet slippers (Brown) M,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
37595,11600,2013-08-08,2013-08-09,Delivered,2013,3,8,Aug,2013-08,Thursday,41358,221,202,74,85,Animal with big feet slippers (Brown) M,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
45774,14137,2013-09-27,2013-09-28,Delivered,2013,3,9,Sep,2013-09,Friday,47188,210,202,81,84,Animal with big feet slippers (Brown) L,Novelty Footwear,Each,8,32.0,256.0,15,38.4,294.4,192.0,8,0,False,11
5743,1787,2013-02-04,2013-02-05,Delivered,2013,1,2,Feb,2013-02,Monday,47016,374,202,38,101,Dinosaur battery-powered slippers (Green) M,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,72.0,3,0,False,11
11377,3491,2013-03-13,2013-03-14,Delivered,2013,1,3,Mar,2013-03,Wednesday,44370,272,202,15,97,Ogre battery-powered slippers (Green) M,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,72.0,3,0,False,11
21264,6547,2013-05-09,2013-05-10,Delivered,2013,2,5,May,2013-05,Thursday,40704,399,202,65,84,Animal with big feet slippers (Brown) L,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,72.0,3,0,False,11
22202,6837,2013-05-15,2013-05-16,Delivered,2013,2,5,May,2013-05,Wednesday,47016,374,202,62,88,Furry gorilla with big eyes slippers (Black) L,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,72.0,3,0,False,11
28287,8721,2013-06-19,2013-06-20,Delivered,2013,2,6,Jun,2013-06,Wednesday,40704,399,202,63,98,Ogre battery-powered slippers (Green) S,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,72.0,3,0,False,11
35700,11012,2013-07-29,2013-07-30,Delivered,2013,3,7,Jul,2013-07,Monday,44316,297,202,70,94,Plush shark slippers (Gray) S,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,72.0,3,0,False,11
35954,11095,2013-07-30,2013-07-31,Delivered,2013,3,7,Jul,2013-07,Tuesday,40704,399,202,39,102,Dinosaur battery-powered slippers (Green) S,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,72.0,3,0,False,11
42225,13052,2013-09-09,2013-09-10,Delivered,2013,3,9,Sep,2013-09,Monday,72743,398,202,19,97,Ogre battery-powered slippers (Green) M,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,72.0,3,0,False,11
2401,797,2013-01-15,2013-01-16,Delivered,2013,1,1,Jan,2013-01,Tuesday,66127,249,202,27,214,USB food flash drive - hot dog,USB Novelty Drives,Each,3,32.0,96.0,15,14.4,110.4,60.0,3,0,False,11
14965,4600,2013-04-04,2013-04-05,Delivered,2013,2,4,Apr,2013-04,Thursday,41466,384,202,40,206,USB food flash drive - fortune cookie,USB Novelty Drives,Each,3,32.0,96.0,15,14.4,110.4,60.0,3,0,False,11
21266,6547,2013-05-09,2013-05-10,Delivered,2013,2,5,May,2013-05,Thursday,40704,399,202,65,215,USB food flash drive - hamburger,USB Novelty Drives,Each,3,32.0,96.0,15,14.4,110.4,60.0,3,0,False,11
38383,11851,2013-08-14,2013-08-15,Delivered,2013,3,8,Aug,2013-08,Wednesday,41497,253,202,81,211,USB food flash drive - banana,USB Novelty Drives,Each,3,32.0,96.0,15,14.4,110.4,60.0,3,0,False,11
38830,11991,2013-08-17,2013-08-18,Delivered,2013,3,8,Aug,2013-08,Saturday,41466,384,202,74,206,USB food flash drive - fortune cookie,USB Novelty Drives,Each,3,32.0,96.0,15,14.4,110.4,60.0,3,0,False,11
42611,13168,2013-09-10,2013-09-11,Delivered,2013,3,9,Sep,2013-09,Tuesday,44439,273,202,70,208,USB food flash drive - donut,USB Novelty Drives,Each,3,32.0,96.0,15,14.4,110.4,60.0,3,0,False,11
30802,9487,2013-07-02,2013-07-03,Delivered,2013,3,7,Jul,2013-07,Tuesday,41358,221,202,76,95,Ogre battery-powered slippers (Green) XL,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,70.5,3,0,False,11
38866,12000,2013-08-17,2013-08-18,Delivered,2013,3,8,Aug,2013-08,Saturday,66127,249,202,78,83,Animal with big feet slippers (Brown) XL,Novelty Footwear,Each,3,32.0,96.0,15,14.4,110.4,70.5,3,0,False,11
2650,872,2013-01-16,2013-01-17,Delivered,2013,1,1,Jan,2013-01,Wednesday,49293,223,202,11,99,Dinosaur battery-powered slippers (Green) XL,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,117.5,5,0,False,11
26074,8024,2013-06-06,2013-06-07,Delivered,2013,2,6,Jun,2013-06,Thursday,40704,399,202,74,95,Ogre battery-powered slippers (Green) XL,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,117.5,5,0,False,11
33186,10232,2013-07-15,2013-07-16,Delivered,2013,3,7,Jul,2013-07,Monday,47673,256,202,76,83,Animal with big feet slippers (Brown) XL,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,117.5,5,0,False,11
5744,1787,2013-02-04,2013-02-05,Delivered,2013,1,2,Feb,2013-02,Monday,47016,374,202,38,216,USB food flash drive - sushi roll,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
15988,4919,2013-04-10,2013-04-11,Delivered,2013,2,4,Apr,2013-04,Wednesday,41497,253,202,57,215,USB food flash drive - hamburger,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
16056,4937,2013-04-10,2013-04-11,Delivered,2013,2,4,Apr,2013-04,Wednesday,40704,399,202,36,211,USB food flash drive - banana,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
19320,5956,2013-04-30,2013-05-01,Delivered,2013,2,4,Apr,2013-04,Tuesday,41497,253,202,40,210,USB food flash drive - chocolate bar,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
22424,6908,2013-05-16,2013-05-17,Delivered,2013,2,5,May,2013-05,Thursday,41358,221,202,62,216,USB food flash drive - sushi roll,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
25194,7758,2013-06-01,2013-06-02,Delivered,2013,2,6,Jun,2013-06,Saturday,49293,223,202,49,206,USB food flash drive - fortune cookie,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
25430,7828,2013-06-03,2013-06-04,Delivered,2013,2,6,Jun,2013-06,Monday,72743,398,202,70,208,USB food flash drive - donut,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
26066,8023,2013-06-06,2013-06-07,Delivered,2013,2,6,Jun,2013-06,Thursday,63764,364,202,62,213,USB food flash drive - pizza slice,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
30614,9431,2013-07-01,2013-07-02,Delivered,2013,3,7,Jul,2013-07,Monday,77088,281,202,77,207,USB food flash drive - shrimp cocktail,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
38828,11991,2013-08-17,2013-08-18,Delivered,2013,3,8,Aug,2013-08,Saturday,41466,384,202,74,216,USB food flash drive - sushi roll,USB Novelty Drives,Each,5,32.0,160.0,15,24.0,184.0,100.0,5,0,False,11
2780,915,2013-01-17,2013-01-18,Delivered,2013,1,1,Jan,2013-01,Thursday,40704,399,202,15,90,Furry gorilla with big eyes slippers (Black) S,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,120.0,5,0,False,11
9023,2784,2013-03-01,2013-03-02,Delivered,2013,1,3,Mar,2013-03,Friday,72743,398,202,48,97,Ogre battery-powered slippers (Green) M,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,120.0,5,0,False,11
21681,6672,2013-05-13,2013-05-14,Delivered,2013,2,5,May,2013-05,Monday,66127,249,202,19,88,Furry gorilla with big eyes slippers (Black) L,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,120.0,5,0,False,11
22495,6928,2013-05-16,2013-05-17,Delivered,2013,2,5,May,2013-05,Thursday,44370,272,202,63,96,Ogre battery-powered slippers (Green) L,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,120.0,5,0,False,11
25193,7758,2013-06-01,2013-06-02,Delivered,2013,2,6,Jun,2013-06,Saturday,49293,223,202,49,100,Dinosaur battery-powered slippers (Green) L,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,120.0,5,0,False,11
30671,9446,2013-07-01,2013-07-02,Delivered,2013,3,7,Jul,2013-07,Monday,66127,249,202,65,86,Animal with big feet slippers (Brown) S,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,120.0,5,0,False,11
36174,11163,2013-07-31,2013-08-01,Delivered,2013,3,7,Jul,2013-07,Wednesday,77088,281,202,39,98,Ogre battery-powered slippers (Green) S,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,120.0,5,0,False,11
36359,11223,2013-08-01,2013-08-02,Delivered,2013,3,8,Aug,2013-08,Thursday,72610,338,202,77,96,Ogre battery-powered slippers (Green) L,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,120.0,5,0,False,11
38158,11779,2013-08-12,2013-08-13,Delivered,2013,3,8,Aug,2013-08,Monday,41466,384,202,78,92,Plush shark slippers (Gray) L,Novelty Footwear,Each,5,32.0,160.0,15,24.0,184.0,120.0,5,0,False,11
1790,621,2013-01-11,2013-01-12,Delivered,2013,1,1,Jan,2013-01,Friday,47673,256,202,15,101,Dinosaur battery-powered slippers (Green) M,Novelty Footwear,Each,2,32.0,64.0,15,9.6,73.6,48.0,2,0,False,11
11378,3491,2013-03-13,2013-03-14,Delivered,2013,1,3,Mar,2013-03,Wednesday,44370,272,202,15,93,Plush shark slippers (Gray) M,Novelty Footwear,Each,2,32.0,64.0,15,9.6,73.6,48.0,2,0,False,11
13725,4211,2013-03-27,2013-03-28,Delivered,2013,1,3,Mar,2013-03,Wednesday,49293,223,202,58,94,Plush shark slippers (Gray) S,Novelty Footwear,Each,2,32.0,64.0,15,9.6,73.6,48.0,2,0,False,11
16429,5053,2013-04-12,2013-04-13,Delivered,2013,2,4,Apr,2013-04,Friday,44316,297,202,52,88,Furry gorilla with big eyes slippers (Black) L,Novelty Footwear,Each,2,32.0,64.0,15,9.6,73.6,48.0,2,0,False,11
24817,7639,2013-05-30,2013-05-31,Delivered,2013,2,5,May,2013-05,Thursday,40704,399,202,62,88,Furry gorilla with big eyes slippers (Black) L,Novelty Footwear,Each,2,32.0,64.0,15,9.6,73.6,48.0,2,0,False,11
28333,8731,2013-06-19,2013-06-20,Delivered,2013,2,6,Jun,2013-06,Wednesday,44370,272,202,72,100,Dinosaur battery-powered slippers (Green) L,Novelty Footwear,Each,2,32.0,64.0,15,9.6,73.6,48.0,2,0,False,11
